                       id                        |      experiment_id      | srx_accession | organism | analysis_date | process_type | status |       start_datetime       | finish_datetime | path | process_id  |                                                         accessions_file                                                          
 SRX19537797_SRR23674813_scRecounter_version_1_0 | SRX19537797_SRR23674813 | SRR23674813   | mouse    | 2025-11-12    | scRecounter  |        | 2025-11-12 05:01:44.143114 |                 |      | version_1_0 | 
 SRX19537797_SRR23674815_scRecounter_version_1_0 | SRX19537797_SRR23674815 | SRR23674815   | mouse    | 2025-11-12    | scRecounter  |        | 2025-11-12 05:01:44.174213 |                 |      | version_1_0 | 
 SRX19537796_SRR23674817_scRecounter_version_1_0 | SRX19537796_SRR23674817 | SRR23674817   | mouse    | 2025-11-12    | scRecounter  |        | 2025-11-12 05:01:44.199865 |                 |      | version_1_0 | 
 SRX19537793_SRR23674829_scRecounter_version_1_0 | SRX19537793_SRR23674829 | SRR23674829   | mouse    | 2025-11-12    | scRecounter  |        | 2025-11-12 05:01:44.236066 |                 |      | version_1_0 | 
 SRX19537792_SRR23674836_scRecounter_version_1_0 | SRX19537792_SRR23674836 | SRR23674836   | mouse    | 2025-11-12    | scRecounter  |        | 2025-11-12 05:01:44.236397 |                 |      | version_1_0 | 
 SRX19537794_SRR23674828_scRecounter_version_1_0 | SRX19537794_SRR23674828 | SRR23674828   | mouse    | 2025-11-12    | scRecounter  |        | 2025-11-12 05:01:44.273382 |                 |      | version_1_0 | 
 SRX19537792_SRR23674835_scRecounter_version_1_0 | SRX19537792_SRR23674835 | SRR23674835   | mouse    | 2025-11-12    | scRecounter  |        | 2025-11-12 05:01:44.301173 |                 |      | version_1_0 | 
 SRX19537795_SRR23674823_scRecounter_version_1_0 | SRX19537795_SRR23674823 | SRR23674823   | mouse    | 2025-11-12    | scRecounter  |        | 2025-11-12 05:01:44.320122 |                 |      | version_1_0 | 
 SRX19537797_SRR23674814_scRecounter_version_1_0 | SRX19537797_SRR23674814 | SRR23674814   | mouse    | 2025-11-12    | scRecounter  |        | 2025-11-12 05:01:44.390947 |                 |      | version_1_0 | 
 SRX19537797_SRR23674816_scRecounter_version_1_0 | SRX19537797_SRR23674816 | SRR23674816   | mouse    | 2025-11-12    | scRecounter  |        | 2025-11-12 05:01:44.392033 |                 |      | version_1_0 | 
 SRX19537793_SRR23674830_scRecounter_version_1_0 | SRX19537793_SRR23674830 | SRR23674830   | mouse    | 2025-11-12    | scRecounter  |        | 2025-11-12 05:01:44.462477 |                 |      | version_1_0 | 
 SRX19537795_SRR23674822_scRecounter_version_1_0 | SRX19537795_SRR23674822 | SRR23674822   | mouse    | 2025-11-12    | scRecounter  |        | 2025-11-12 05:01:44.484497 |                 |      | version_1_0 | 
 SRX19537793_SRR23674831_scRecounter_version_1_0 | SRX19537793_SRR23674831 | SRR23674831   | mouse    | 2025-11-12    | scRecounter  |        | 2025-11-12 05:01:44.508662 |                 |      | version_1_0 | 
 SRX19537796_SRR23674819_scRecounter_version_1_0 | SRX19537796_SRR23674819 | SRR23674819   | mouse    | 2025-11-12    | scRecounter  |        | 2025-11-12 05:01:44.514373 |                 |      | version_1_0 | 
 SRX19537792_SRR23674833_scRecounter_version_1_0 | SRX19537792_SRR23674833 | SRR23674833   | mouse    | 2025-11-12    | scRecounter  |        | 2025-11-12 05:01:44.536886 |                 |      | version_1_0 | 
 SRX19537795_SRR23674824_scRecounter_version_1_0 | SRX19537795_SRR23674824 | SRR23674824   | mouse    | 2025-11-12    | scRecounter  |        | 2025-11-12 05:01:44.54382  |                 |      | version_1_0 | 
 SRX19537794_SRR23674826_scRecounter_version_1_0 | SRX19537794_SRR23674826 | SRR23674826   | mouse    | 2025-11-12    | scRecounter  |        | 2025-11-12 05:01:44.596257 |                 |      | version_1_0 | 
 SRX19537792_SRR23674834_scRecounter_version_1_0 | SRX19537792_SRR23674834 | SRR23674834   | mouse    | 2025-11-12    | scRecounter  |        | 2025-11-12 05:01:44.612237 |                 |      | version_1_0 | 
 SRX19537795_SRR23674821_scRecounter_version_1_0 | SRX19537795_SRR23674821 | SRR23674821   | mouse    | 2025-11-12    | scRecounter  |        | 2025-11-12 05:01:44.629177 |                 |      | version_1_0 | 
 SRX19537794_SRR23674825_scRecounter_version_1_0 | SRX19537794_SRR23674825 | SRR23674825   | mouse    | 2025-11-12    | scRecounter  |        | 2025-11-12 05:01:44.639188 |                 |      | version_1_0 | 
 SRX19537796_SRR23674818_scRecounter_version_1_0 | SRX19537796_SRR23674818 | SRR23674818   | mouse    | 2025-11-12    | scRecounter  |        | 2025-11-12 05:01:44.64679  |                 |      | version_1_0 | 
 SRX19537793_SRR23674832_scRecounter_version_1_0 | SRX19537793_SRR23674832 | SRR23674832   | mouse    | 2025-11-12    | scRecounter  |        | 2025-11-12 05:01:44.695093 |                 |      | version_1_0 | 
 SRX19538384_SRR23675521_scRecounter_version_1_0 | SRX19538384_SRR23675521 | SRR23675521   | mouse    | 2025-11-12    | scRecounter  |        | 2025-11-12 05:49:59.378393 |                 |      | version_1_0 | 
 SRX19538029_SRR23675168_scRecounter_version_1_0 | SRX19538029_SRR23675168 | SRR23675168   | mouse    | 2025-11-12    | scRecounter  |        | 2025-11-12 05:49:59.409558 |                 |      | version_1_0 | 
 SRX14491947_SRR18356663_scRecounter_version_1_0 | SRX14491947_SRR18356663 | SRR18356663   | mouse    | 2025-11-15    | scRecounter  |        | 2025-11-15 22:55:06.064678 |                 |      | version_1_0 | 
 SRX19538382_SRR23675526_scRecounter_version_1_0 | SRX19538382_SRR23675526 | SRR23675526   | mouse    | 2025-11-12    | scRecounter  |        | 2025-11-12 05:49:59.52346  |                 |      | version_1_0 | 
 SRX19538386_SRR23675518_scRecounter_version_1_0 | SRX19538386_SRR23675518 | SRR23675518   | mouse    | 2025-11-12    | scRecounter  |        | 2025-11-12 05:49:59.525788 |                 |      | version_1_0 | 
 SRX19538385_SRR23675519_scRecounter_version_1_0 | SRX19538385_SRR23675519 | SRR23675519   | mouse    | 2025-11-12    | scRecounter  |        | 2025-11-12 05:49:59.536224 |                 |      | version_1_0 | 
 SRX19538385_SRR23675520_scRecounter_version_1_0 | SRX19538385_SRR23675520 | SRR23675520   | mouse    | 2025-11-12    | scRecounter  |        | 2025-11-12 05:49:59.554014 |                 |      | version_1_0 | 
 SRX19538382_SRR23675525_scRecounter_version_1_0 | SRX19538382_SRR23675525 | SRR23675525   | mouse    | 2025-11-12    | scRecounter  |        | 2025-11-12 05:49:59.558139 |                 |      | version_1_0 | 
 SRX19538381_SRR23675527_scRecounter_version_1_0 | SRX19538381_SRR23675527 | SRR23675527   | mouse    | 2025-11-12    | scRecounter  |        | 2025-11-12 05:49:59.591406 |                 |      | version_1_0 | 
 SRX19538384_SRR23675522_scRecounter_version_1_0 | SRX19538384_SRR23675522 | SRR23675522   | mouse    | 2025-11-12    | scRecounter  |        | 2025-11-12 05:49:59.682573 |                 |      | version_1_0 | 
 SRX19538386_SRR23675517_scRecounter_version_1_0 | SRX19538386_SRR23675517 | SRR23675517   | mouse    | 2025-11-12    | scRecounter  |        | 2025-11-12 05:49:59.736709 |                 |      | version_1_0 | 
 SRX19538381_SRR23675528_scRecounter_version_1_0 | SRX19538381_SRR23675528 | SRR23675528   | mouse    | 2025-11-12    | scRecounter  |        | 2025-11-12 05:49:59.744    |                 |      | version_1_0 | 
 SRX19538029_SRR23675167_scRecounter_version_1_0 | SRX19538029_SRR23675167 | SRR23675167   | mouse    | 2025-11-12    | scRecounter  |        | 2025-11-12 05:49:59.746998 |                 |      | version_1_0 | 
 SRX19538029_SRR23675169_scRecounter_version_1_0 | SRX19538029_SRR23675169 | SRR23675169   | mouse    | 2025-11-12    | scRecounter  |        | 2025-11-12 05:49:59.760585 |                 |      | version_1_0 | 
 SRX19538388_SRR23675513_scRecounter_version_1_0 | SRX19538388_SRR23675513 | SRR23675513   | mouse    | 2025-11-12    | scRecounter  |        | 2025-11-12 06:36:30.79272  |                 |      | version_1_0 | 
 SRX19538393_SRR23675504_scRecounter_version_1_0 | SRX19538393_SRR23675504 | SRR23675504   | mouse    | 2025-11-12    | scRecounter  |        | 2025-11-12 06:36:30.849573 |                 |      | version_1_0 | 
 SRX19538392_SRR23675505_scRecounter_version_1_0 | SRX19538392_SRR23675505 | SRR23675505   | mouse    | 2025-11-12    | scRecounter  |        | 2025-11-12 06:36:30.850156 |                 |      | version_1_0 | 
 SRX19538389_SRR23675511_scRecounter_version_1_0 | SRX19538389_SRR23675511 | SRR23675511   | mouse    | 2025-11-12    | scRecounter  |        | 2025-11-12 06:36:30.854349 |                 |      | version_1_0 | 
 SRX19538391_SRR23675507_scRecounter_version_1_0 | SRX19538391_SRR23675507 | SRR23675507   | mouse    | 2025-11-12    | scRecounter  |        | 2025-11-12 06:36:30.861698 |                 |      | version_1_0 | 
 SRX19538389_SRR23675512_scRecounter_version_1_0 | SRX19538389_SRR23675512 | SRR23675512   | mouse    | 2025-11-12    | scRecounter  |        | 2025-11-12 06:36:30.865916 |                 |      | version_1_0 | 
 SRX19538388_SRR23675514_scRecounter_version_1_0 | SRX19538388_SRR23675514 | SRR23675514   | mouse    | 2025-11-12    | scRecounter  |        | 2025-11-12 06:36:30.886209 |                 |      | version_1_0 | 
 SRX19538392_SRR23675506_scRecounter_version_1_0 | SRX19538392_SRR23675506 | SRR23675506   | mouse    | 2025-11-12    | scRecounter  |        | 2025-11-12 06:36:30.899259 |                 |      | version_1_0 | 
 SRX18895776_SRR22938456_scRecounter_version_1_0 | SRX18895776_SRR22938456 | SRR22938456   | mouse    | 2025-11-12    | scRecounter  |        | 2025-11-12 06:36:30.913399 |                 |      | version_1_0 | 
 SRX19538391_SRR23675508_scRecounter_version_1_0 | SRX19538391_SRR23675508 | SRR23675508   | mouse    | 2025-11-12    | scRecounter  |        | 2025-11-12 06:36:30.921276 |                 |      | version_1_0 | 
 SRX19538390_SRR23675509_scRecounter_version_1_0 | SRX19538390_SRR23675509 | SRR23675509   | mouse    | 2025-11-12    | scRecounter  |        | 2025-11-12 06:36:30.937938 |                 |      | version_1_0 | 
 SRX19538390_SRR23675510_scRecounter_version_1_0 | SRX19538390_SRR23675510 | SRR23675510   | mouse    | 2025-11-12    | scRecounter  |        | 2025-11-12 06:36:30.95874  |                 |      | version_1_0 | 
 SRX14491937_SRR18356673_scRecounter_version_1_0 | SRX14491937_SRR18356673 | SRR18356673   | mouse    | 2025-11-15    | scRecounter  |        | 2025-11-15 22:55:06.070911 |                 |      | version_1_0 | 
 SRX12438812_SRR16153992_scRecounter_version_1_0 | SRX12438812_SRR16153992 | SRR16153992   | mouse    | 2025-11-16    | scRecounter  |        | 2025-11-16 00:27:54.015981 |                 |      | version_1_0 | 
 SRX12438807_SRR16153971_scRecounter_version_1_0 | SRX12438807_SRR16153971 | SRR16153971   | mouse    | 2025-11-16    | scRecounter  |        | 2025-11-16 00:27:54.220644 |                 |      | version_1_0 | 
 SRX12438803_SRR16153954_scRecounter_version_1_0 | SRX12438803_SRR16153954 | SRR16153954   | mouse    | 2025-11-16    | scRecounter  |        | 2025-11-16 00:27:54.419625 |                 |      | version_1_0 | 
 SRX12501916_SRR16220013_scRecounter_version_1_0 | SRX12501916_SRR16220013 | SRR16220013   | mouse    | 2025-11-16    | scRecounter  |        | 2025-11-16 00:27:54.610335 |                 |      | version_1_0 | 
 SRX12501918_SRR16220034_scRecounter_version_1_0 | SRX12501918_SRR16220034 | SRR16220034   | mouse    | 2025-11-16    | scRecounter  |        | 2025-11-16 00:56:30.881699 |                 |      | version_1_0 | 
 SRX12501918_SRR16220037_scRecounter_version_1_0 | SRX12501918_SRR16220037 | SRR16220037   | mouse    | 2025-11-16    | scRecounter  |        | 2025-11-16 00:56:31.141189 |                 |      | version_1_0 | 
 SRX12501917_SRR16220016_scRecounter_version_1_0 | SRX12501917_SRR16220016 | SRR16220016   | mouse    | 2025-11-16    | scRecounter  |        | 2025-11-16 00:56:31.299022 |                 |      | version_1_0 | 
 SRX12501919_SRR16220000_scRecounter_version_1_0 | SRX12501919_SRR16220000 | SRR16220000   | mouse    | 2025-11-16    | scRecounter  |        | 2025-11-16 00:56:31.426917 |                 |      | version_1_0 | 
 SRX12501918_SRR16219985_scRecounter_version_1_0 | SRX12501918_SRR16219985 | SRR16219985   | mouse    | 2025-11-16    | scRecounter  |        | 2025-11-16 00:56:31.463436 |                 |      | version_1_0 | 
 SRX19538393_SRR23675503_scRecounter_version_1_0 | SRX19538393_SRR23675503 | SRR23675503   | mouse    | 2025-11-12    | scRecounter  |        | 2025-11-12 06:36:30.963959 |                 |      | version_1_0 | 
 SRX18895777_SRR22938457_scRecounter_version_1_0 | SRX18895777_SRR22938457 | SRR22938457   | mouse    | 2025-11-12    | scRecounter  |        | 2025-11-12 06:51:57.645589 |                 |      | version_1_0 | 
 SRX18895779_SRR22938459_scRecounter_version_1_0 | SRX18895779_SRR22938459 | SRR22938459   | mouse    | 2025-11-12    | scRecounter  |        | 2025-11-12 06:51:57.693909 |                 |      | version_1_0 | 
 SRX18895778_SRR22938458_scRecounter_version_1_0 | SRX18895778_SRR22938458 | SRR22938458   | mouse    | 2025-11-12    | scRecounter  |        | 2025-11-12 06:51:57.741982 |                 |      | version_1_0 | 
 SRX18895782_SRR22938462_scRecounter_version_1_0 | SRX18895782_SRR22938462 | SRR22938462   | mouse    | 2025-11-12    | scRecounter  |        | 2025-11-12 06:54:25.451083 |                 |      | version_1_0 | 
 SRX18895781_SRR22938461_scRecounter_version_1_0 | SRX18895781_SRR22938461 | SRR22938461   | mouse    | 2025-11-12    | scRecounter  |        | 2025-11-12 06:54:25.46813  |                 |      | version_1_0 | 
 SRX18895780_SRR22938460_scRecounter_version_1_0 | SRX18895780_SRR22938460 | SRR22938460   | mouse    | 2025-11-12    | scRecounter  |        | 2025-11-12 06:54:25.543968 |                 |      | version_1_0 | 
 SRX18895784_SRR22938464_scRecounter_version_1_0 | SRX18895784_SRR22938464 | SRR22938464   | mouse    | 2025-11-12    | scRecounter  |        | 2025-11-12 06:56:51.02395  |                 |      | version_1_0 | 
 SRX18895785_SRR22938465_scRecounter_version_1_0 | SRX18895785_SRR22938465 | SRR22938465   | mouse    | 2025-11-12    | scRecounter  |        | 2025-11-12 06:56:51.05426  |                 |      | version_1_0 | 
 SRX18895783_SRR22938463_scRecounter_version_1_0 | SRX18895783_SRR22938463 | SRR22938463   | mouse    | 2025-11-12    | scRecounter  |        | 2025-11-12 06:56:51.151457 |                 |      | version_1_0 | 
 SRX18895786_SRR22938466_scRecounter_version_1_0 | SRX18895786_SRR22938466 | SRR22938466   | mouse    | 2025-11-12    | scRecounter  |        | 2025-11-12 06:59:18.577744 |                 |      | version_1_0 | 
 SRX18895787_SRR22938467_scRecounter_version_1_0 | SRX18895787_SRR22938467 | SRR22938467   | mouse    | 2025-11-12    | scRecounter  |        | 2025-11-12 06:59:18.650881 |                 |      | version_1_0 | 
 SRX18895788_SRR22938468_scRecounter_version_1_0 | SRX18895788_SRR22938468 | SRR22938468   | mouse    | 2025-11-12    | scRecounter  |        | 2025-11-12 06:59:18.726159 |                 |      | version_1_0 | 
 SRX18895791_SRR22938471_scRecounter_version_1_0 | SRX18895791_SRR22938471 | SRR22938471   | mouse    | 2025-11-12    | scRecounter  |        | 2025-11-12 07:01:48.857549 |                 |      | version_1_0 | 
 SRX18895790_SRR22938470_scRecounter_version_1_0 | SRX18895790_SRR22938470 | SRR22938470   | mouse    | 2025-11-12    | scRecounter  |        | 2025-11-12 07:01:48.930797 |                 |      | version_1_0 | 
 SRX18895789_SRR22938469_scRecounter_version_1_0 | SRX18895789_SRR22938469 | SRR22938469   | mouse    | 2025-11-12    | scRecounter  |        | 2025-11-12 07:01:48.963871 |                 |      | version_1_0 | 
 SRX18895794_SRR22938474_scRecounter_version_1_0 | SRX18895794_SRR22938474 | SRR22938474   | mouse    | 2025-11-12    | scRecounter  |        | 2025-11-12 07:04:16.724629 |                 |      | version_1_0 | 
 SRX18895792_SRR22938472_scRecounter_version_1_0 | SRX18895792_SRR22938472 | SRR22938472   | mouse    | 2025-11-12    | scRecounter  |        | 2025-11-12 07:04:16.749714 |                 |      | version_1_0 | 
 SRX18895793_SRR22938473_scRecounter_version_1_0 | SRX18895793_SRR22938473 | SRR22938473   | mouse    | 2025-11-12    | scRecounter  |        | 2025-11-12 07:04:16.836952 |                 |      | version_1_0 | 
 SRX18895796_SRR22938476_scRecounter_version_1_0 | SRX18895796_SRR22938476 | SRR22938476   | mouse    | 2025-11-12    | scRecounter  |        | 2025-11-12 07:06:41.652327 |                 |      | version_1_0 | 
